HM100661	SH1502840.08FU	119997
UDB004564	SH1502842.08FU	119997
FJ455029	SH1502843.08FU	129813
UDB026255		
UDB017816		
JF506828	SH1502846.08FU	119997
KP012968	SH1502847.08FU	119997
MF405772	SH1502849.08FU	119997
UDB004461	SH1502851.08FU	119997
UDB013066		
UDB004558	SH1502855.08FU	119997
UDB023385	SH1529989.08FU	163071
UDB018521		
UDB012524		
KP857986	SH1502866.08FU	119997
HQ204741	SH1502868.08FU	119997
UDB013016	SH1609776.08FU	145191
UDB004893	SH1502872.08FU	119997
UDB004396	SH1502873.08FU	119997
JF960840	SH1502874.08FU	119997
UDB013200		
KC618522	SH1502877.08FU	119997
UDB018363		
JQ991886	SH1502885.08FU	119997
UDB023372		
UDB018536		
UDB016302		
EF661986	SH1502891.08FU	119997
AB628992	SH1502895.08FU	119997
MG761468	SH1502898.08FU	119997
UDB013773	SH1522251.08FU	243264
JQ991872	SH1502904.08FU	119997
UDB025279		
UDB018560		
JQ393133	SH1502910.08FU	119997
AM113443	SH1502919.08FU	119997
UDB018462		
UDB018507		
AB769928	SH1502925.08FU	119997
JQ991861	SH1502927.08FU	119997
JQ991851	SH1502928.08FU	119997
UDB014178	SH1553049.08FU	147554
JQ991891	SH1502937.08FU	129813
KY684610	SH1502941.08FU	119997
JQ991882	SH1502945.08FU	119997
FJ440944	SH1502949.08FU	119997
KY774283	SH1502950.08FU	119997
UDB017515	SH1653288.08FU	178359
UDB016787		
UDB018543		
UDB018547		
UDB014151		
KX216400	SH1502971.08FU	119997
AM113451	SH1502974.08FU	129813
HM021178	SH1502978.08FU	119997
UDB014453		
JQ991898	SH1502984.08FU	119997
UDB025360		
UDB004440	SH1502992.08FU	119997
UDB018445		
HM849639	SH1502997.08FU	119997
KM247750	SH1503005.08FU	119997
UDB026834	SH1646871.08FU	739182
FJ644701	SH1503009.08FU	119997
KY684606	SH1503011.08FU	119997
UDB008148	SH1503014.08FU	119997
HQ215811	SH1503015.08FU	119997
JQ991853	SH1503021.08FU	119997
KY574403	SH1503026.08FU	119997
UDB016662		
JX316282	SH1503035.08FU	119997
UDB013013		
UDB014460		
UDB014181		
JX434659	SH1503044.08FU	119997
DQ146380	SH1503049.08FU	119997
MG761647	SH1503050.08FU	119997
KY684608	SH1503052.08FU	119997
GQ240901	SH1503056.08FU	119997
UDB013301		
KR819120	SH1503064.08FU	119997
UDB027766		
FR852196	SH1503073.08FU	119997
HE814182	SH1503076.08FU	119997
UDB013014		
UDB013023		
UDB013319		
KR819114	SH1503083.08FU	119997
UDB004781	SH1503089.08FU	119997
FR852200	SH1503091.08FU	119997
FJ196989	SH1503094.08FU	119997
UDB013068		
KY684607	SH1503101.08FU	119997
UDB013112		
LC013808	SH1503116.08FU	129813
KT353054	SH1503122.08FU	119997
AY656982	SH1503123.08FU	119997
FJ196983	SH1503126.08FU	119997
UDB014092	SH1538470.08FU	161622
EU563485	SH1503129.08FU	119997
KP454019	SH1503131.08FU	129716
EF411099	SH1503134.08FU	129813
KY684612	SH1503138.08FU	119997
FJ197001	SH1503141.08FU	119997
EU726321	SH1503144.08FU	119997
FJ196992	SH1503159.08FU	119997
KP896289	SH1503165.08FU	119997
KX816308	SH1503169.08FU	119997
AB219150	SH1503170.08FU	119997
UDB016441	SH1563786.08FU	668408
EF619805	SH1503176.08FU	119997
KY684664	SH1503177.08FU	119997
FJ378798	SH1503180.08FU	119997
HM105557	SH1503181.08FU	119997
FJ827251	SH1503182.08FU	119997
UDB004279	SH1503186.08FU	119997
KJ026749	SH1503193.08FU	119997
FJ378808	SH1503197.08FU	129716
GQ221652	SH1503201.08FU	129716
AB854722	SH1503210.08FU	119997
KX816203	SH1503215.08FU	119997
AY656947	SH1503216.08FU	119997
GQ254868	SH1503218.08FU	119997
FJ454908	SH1503219.08FU	119997
JN168769	SH1503220.08FU	119997
JN168765	SH1503221.08FU	119997
JQ791169	SH1503222.08FU	119997
KJ522690	SH1503223.08FU	119997
MH019780	SH1503230.08FU	119997
JX548248	SH1503237.08FU	119997
AB769929	SH1503240.08FU	119997
KF514743	SH1503246.08FU	119997
GQ268672	SH1503249.08FU	119997
KT800165	SH1503252.08FU	119997
EF619807	SH1503253.08FU	119997
LC122129	SH1503255.08FU	119997
KX816313	SH1503258.08FU	119997
FM999524	SH1503261.08FU	119997
JN168767	SH1503267.08FU	119997
JF748108	SH1503268.08FU	119997
KC155370	SH1503269.08FU	119997
AB605663	SH1503282.08FU	119997
KC155372	SH1503286.08FU	119997
UDB002745	SH1503287.08FU	119997
EU625901	SH1503288.08FU	119997
KF514720	SH1503292.08FU	119997
KC222747	SH1503295.08FU	119997
KC791129	SH1503297.08FU	119997
AB854720	SH1503298.08FU	119997
KM269095	SH1503299.08FU	119997
UDB016702		
KT290026	SH1503305.08FU	119997
KY574423	SH1503310.08FU	129813
KY774286	SH1503313.08FU	119997
FJ378793	SH1503316.08FU	119997
GU187869	SH1503323.08FU	119997
JX987764	SH1503325.08FU	119997
AB777489	SH1503328.08FU	119997
EU427525	SH1503334.08FU	119997
DQ672297	SH1503338.08FU	119997
EU625906	SH1503349.08FU	119997
UDB004090	SH1503350.08FU	129813
AB777491	SH1503355.08FU	119997
AB854715	SH1503360.08FU	119997
LC122183	SH1503364.08FU	119997
UDB016708		
AB701392	SH1503373.08FU	119997
KC966272	SH1503377.08FU	119997
KC965818	SH1503378.08FU	129813
KR819117	SH1503382.08FU	119997
KY774287	SH1503388.08FU	119997
AB634265	SH1503394.08FU	119997
DQ377419	SH1503402.08FU	119997
FN397143	SH1503406.08FU	119997
UDB011104		
KT461312	SH1503417.08FU	119997
KX095164	SH1503428.08FU	119997
JN168766	SH1503431.08FU	119997
KX816298	SH1503437.08FU	119997
HQ289862	SH1503440.08FU	119997
KC965825	SH1503442.08FU	119997
JQ318602	SH1503446.08FU	119997
KJ522691	SH1503463.08FU	119997
KX899585	SH1503473.08FU	119997
JN652978	SH1503475.08FU	119997
JX548259	SH1503476.08FU	119997
AB982057	SH1503478.08FU	119997
LC271330	SH1503482.08FU	119997
FJ901315	SH1503483.08FU	119997
UDB000209	SH1503489.08FU	177852
KF514669	SH1503491.08FU	119997
UDB018578		
KJ026744	SH1503498.08FU	119997
AB507050	SH1503502.08FU	119997
UDB000268	SH1503505.08FU	178468
FJ897220	SH1503510.08FU	119997
JN168762	SH1503511.08FU	119997
AB922987	SH1503516.08FU	119997
AB922996	SH1503525.08FU	119997
AB922989	SH1503531.08FU	119997
JQ791172	SH1503533.08FU	119997
DQ974789	SH1503541.08FU	119997
KX844696	SH1503548.08FU	119997
EU563496	SH1503550.08FU	119997
UDB004777	SH1503557.08FU	119997
AB922983	SH1503558.08FU	119997
KF476901	SH1503568.08FU	119997
GU184083	SH1503574.08FU	119997
KU924828	SH1503575.08FU	119997
KF476838	SH1503580.08FU	119997
KF476819	SH1503583.08FU	119997
EF527375	SH1503640.08FU	119303
JQ405735	SH1503641.08FU	119303
GU903306	SH1503642.08FU	155946
GU903302	SH1503645.08FU	125239
GU903301	SH1503646.08FU	125239
EF527311	SH1503647.08FU	119303
AF079721	SH1503648.08FU	119303
AF079676	SH1503651.08FU	119303
EF527397	SH1503652.08FU	119303
AF079743	SH1503656.08FU	119303
AY176444	SH1503659.08FU	155966
EF527356	SH1503660.08FU	119303
EF527309	SH1503661.08FU	119303
EF527314	SH1503662.08FU	119303
AF079682	SH1503663.08FU	119303
AF079751	SH1503664.08FU	119303
EF527348	SH1503668.08FU	119303
GU909511	SH1503673.08FU	125239
UDB013827		
AF482859	SH1503677.08FU	155984
GU903299	SH1503678.08FU	125239
AY176417	SH1503679.08FU	155946
EF527385	SH1503680.08FU	119303
AF079684	SH1503682.08FU	119303
EF527339	SH1503686.08FU	119303
EU917090	SH1503687.08FU	118934
HQ839742	SH1503689.08FU	119303
KP012896	SH1503690.08FU	125312
U85320	SH1503692.08FU	125312
EF527293	SH1503693.08FU	119303
AF079753	SH1503697.08FU	125318
MF062575	SH1503698.08FU	125312
AY176352	SH1503699.08FU	129641
AF079732	SH1503700.08FU	125239
MH257568	SH1503701.08FU	1182255
GQ921824	SH1503702.08FU	119303
KF572007	SH1503703.08FU	155934
U85331		
EF527284	SH1503707.08FU	119303
KP012770	SH1503709.08FU	125239
KT992146	SH1503710.08FU	231352
GQ203803	SH1503712.08FU	155926
GQ329054	SH1503713.08FU	155946
JF960728	SH1504345.08FU	122411
KP012837	SH1504347.08FU	122411
JF960725	SH1504348.08FU	122411
DQ481684	SH1504350.08FU	122411
UDB013093		
JF960683	SH1504357.08FU	122411
MF153005	SH1504358.08FU	122411
AF325612	SH1504361.08FU	122411
KP191893	SH1504363.08FU	122411
MG553183	SH1504364.08FU	122411
AF112146	SH1504365.08FU	142589
JF960684	SH1504366.08FU	122411
EF420150	SH1504368.08FU	667072
GU180282	SH1504371.08FU	122411
JF960730	SH1504372.08FU	122411
JF960680	SH1504373.08FU	122411
JF960662	SH1504374.08FU	122411
JX000373	SH1504375.08FU	142093
UDB001821	SH1504376.08FU	142233
UDB024530		
MG553175	SH1504378.08FU	122411
KY774185	SH1504382.08FU	122411
JF960731	SH1504383.08FU	122411
JQ991689	SH1504385.08FU	122411
AB973755	SH1504390.08FU	122411
KY462635	SH1504392.08FU	122411
MG553185	SH1504396.08FU	122411
FJ039701	SH1504399.08FU	122411
KY462539	SH1504400.08FU	122411
UDB013146		
JF960734	SH1504405.08FU	122411
JQ991704	SH1504409.08FU	122411
KY774067	SH1504414.08FU	122411
MG553040	SH1504415.08FU	122411
UDB004675	SH1504416.08FU	122411
JF960709	SH1504419.08FU	122411
KY774081	SH1504423.08FU	122411
UDB014219		
KP114458	SH1504428.08FU	212017
KM594905	SH1504429.08FU	119446
KY462338	SH1504430.08FU	122411
GQ890308	SH1504431.08FU	142023
JF960744	SH1504432.08FU	122411
KY907176	SH1504434.08FU	122411
MG552972	SH1504436.08FU	122411
JF960682	SH1504441.08FU	122411
DQ328169	SH1504444.08FU	122411
DQ273377	SH1504445.08FU	122411
KY774075	SH1504446.08FU	122411
MG553027	SH1504448.08FU	122411
JF960695	SH1504451.08FU	122411
UDB013282		
EU569254	SH1504454.08FU	122411
MG553070	SH1504455.08FU	122411
UDB013219	SH1557658.08FU	129954
AB973743	SH1504459.08FU	122411
MH101580	SH1504463.08FU	122411
MG553075	SH1504464.08FU	122411
GQ268607	SH1504467.08FU	122411
MG552939	SH1504471.08FU	122411
UDB013151		
UDB013254		
UDB014230		
KY774102	SH1504478.08FU	122411
KM594964	SH1504482.08FU	119446
AY669606	SH1504484.08FU	122411
KF879469	SH1504490.08FU	122411
MG553180	SH1504491.08FU	122411
HE814226	SH1504492.08FU	122411
UDB013170		
MH019956	SH1504498.08FU	122411
GQ890309	SH1504500.08FU	141671
JF960706	SH1504502.08FU	122411
UDB013466		
UDB004042	SH1504506.08FU	122411
KY774176	SH1504510.08FU	122411
UDB002731	SH1504512.08FU	122411
UDB004081	SH1504513.08FU	122411
EU569249	SH1504514.08FU	122411
JQ991709	SH1504515.08FU	122411
KP191868	SH1504516.08FU	122411
UDB025324	SH1611571.08FU	153046
AY174853	SH1504519.08FU	142067
MH019943	SH1504521.08FU	122411
UDB004065	SH1504527.08FU	119446
KJ635216	SH1504528.08FU	141646
MG553025	SH1504533.08FU	122411
HM105541	SH1504534.08FU	122411
UDB013238		
EF420140	SH1504537.08FU	141638
KY774054	SH1504539.08FU	122411
MG553054	SH1504541.08FU	122411
GQ890306	SH1504542.08FU	142081
